acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,lat,lon,mag_x,mag_y,mag_z,temp,press
-0.3928595900129357,0.47332034206958645,5.476540895984504,0.07564766267360881,0.41531891670989846,-0.5280142663656374,0.3562873951956765,2.640242552291158,0.9733945900016703,0.7417643247984649,0.03349292597586362,0,0
0.41006135769031254,-0.6079673913354986,4.565870807675424,-0.08896602663905298,0.10580681004576205,0.47963782602409,-1.2146520381135413,-0.9952052686310353,1.0384869668732593,0.3636836540057236,-0.8947640521876182,0,0
0.10327512443373396,-0.06619287789646819,4.683632846969201,-0.37749454075209327,0.5848787425484601,-0.17244356096972638,-0.9917720588931115,1.7091367612865458,0.6417511967196786,0.25080367718111884,-0.4914107363283659,0,0
0.1559414730111909,-0.8141277799631054,5.105708344458833,0.39831058527675345,0.1817879441526212,-0.03342989415681447,0.06815947080061044,-1.2882546471319754,-0.05556503235216914,-0.3414611538672597,-0.6638114106776832,0,0
-0.25325715646976527,-0.19020806089057696,5.242756365163279,-0.06146629166230354,0.2348199536927046,0.16259062634407084,-0.38256994772170305,0.20736689547956594,1.285237303990432,0.20145450302416615,0.6834427535047787,0,0
-0.004631965660511173,-0.18419802169755206,4.341463886188151,0.19318798142395266,0.7342661739920598,0.11110219102144668,-0.1897782470657675,0.575258903322328,0.3517799128824731,-0.6369334180318191,0.29734331890573684,0,0
0.0916029896304037,-0.22661374210480778,4.665009042161618,-0.17917649132723978,0.3225879507653413,0.012205412297759614,0.45951268496971814,0.10071389101983069,0.0721017274463625,0.07925915510297134,-0.7732955109934143,0,0
0.010961410377659154,-0.6406985892739074,4.9300444398192145,0.1748724050000185,-0.06272699450543406,0.20118928607372685,-0.6682650374710842,-0.34627706205498027,-0.28622889542776575,-0.5792662607632394,0.08386212879567632,0,0
0.05097708265408446,0.1999045394628701,4.655017005578019,0.44883405593073716,-0.0636124163161891,0.8362573895195915,1.0638492863569873,-0.43562422015188335,0.8101978543965846,0.11769352062897899,0.3164343610430229,0,0
-0.11211492167191828,-0.11292363369780056,5.254446755822698,-0.21012051422523267,0.24761702333872013,-0.22423276505575374,-0.7744882372029579,-1.385454380052313,0.7516057578790772,-0.3446204402401791,0.6809905136804024,0,0
-0.11073378195304844,-0.5299957994754744,5.109785718193004,-0.6431870276585325,-0.02107482334422073,-0.08617399250539311,1.5434507371181048,1.6680794940720474,1.1573687296677342,-0.42592044563973575,-0.1442721180310151,0,0
-0.03985669316293658,0.06804799369594894,4.8631784631119235,-0.6232505123726744,0.3812698064354833,0.6103098501639992,-1.856580260701319,-0.3198120482135522,0.4838324246441939,-0.29159017382347735,-0.7726929340330416,0,0
-0.5701116590322663,-0.34235386865243167,4.390015762937253,-0.09819503805673,0.1646825924418299,0.21415881369460849,0.43996057796714483,-1.4863183064933208,0.907359052108155,0.34250885456780683,-0.2939551938293534,0,0
0.03866311276886832,0.24643191875174972,5.286017691013154,0.34846798965882164,0.07309040788691434,-0.4258448702766354,-0.4826644319041287,-0.26846653305578344,0.5152678552685009,-0.6397822220859406,-0.1580935747335466,0,0
0.5164098954691368,0.14628240175826507,5.059446337438356,-0.4443413314468146,-0.15276880366746173,-0.11194264747756923,0.044531897052711086,0.5131065014225142,0.5938638402121285,0.1866072500761811,-1.3904630901547816,0,0
